budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,year
350000,[99],en,2.96237,"[11489, 12247, 89129, 93091, 93092]",['US'],2004-12-08,3515061.0,85.0,"['bn', 'en']",Born into Brothels,6.7,61.0,2004
2600000,[99],en,2.203949,[],"['FR', 'US']",2004-07-09,3166000.0,105.0,['en'],Riding Giants,7.6,23.0,2004
8700000,"[16, 878, 53]",en,11.643026,"[380, 11509, 11510, 14315]",['US'],2006-05-25,7659918.0,100.0,['en'],A Scanner Darkly,6.8,540.0,2006
6000000,"[18, 27, 878]",ja,4.664474,[],['JP'],2004-04-24,1530216.0,141.0,"['de', 'ja']",Casshern,5.7,74.0,2004
30000000,[18],en,14.471373,"[126, 171, 1171, 6194, 16311]",['US'],2004-12-15,216763646.0,132.0,"['en', 'ga']",Million Dollar Baby,7.7,2519.0,2004
17500000,"[18, 36, 10752]",en,10.262332,"[35, 60, 564, 1205, 2760, 7495, 11912, 19834]","['CA', 'GB', 'US', 'IT', 'ZA']",2004-09-11,38000000.0,121.0,"['en', 'fr']",Hotel Rwanda,7.5,805.0,2004
150000000,"[12, 35, 10751, 14]",en,22.038405,"[79, 80, 6194, 8601, 45778, 55512]","['AU', 'GB', 'US']",2005-07-13,474968763.0,115.0,['en'],Charlie and the Chocolate Factory,6.7,3759.0,2005
50000000,"[12, 35, 18]",en,6.936677,"[9195, 23449]",['US'],2004-12-10,34808403.0,119.0,"['en', 'is', 'pt', 'fr', 'tl', 'de', 'it']",The Life Aquatic with Steve Zissou,7.1,781.0,2004
116000000,[18],en,9.86738,[],['US'],2004-12-17,102000000.0,170.0,['en'],The Aviator,7.0,1526.0,2004
70000000,"[10402, 53, 18, 10749]",en,7.682562,"[3539, 6194, 7419, 38504]","['GB', 'US']",2004-12-08,154648887.0,143.0,"['it', 'en']",The Phantom of the Opera,7.0,448.0,2004
80000000,"[35, 10749]",en,11.876386,"[27, 33, 2242, 11391]",['US'],2004-12-22,516642939.0,115.0,['en'],Meet the Fockers,6.1,1412.0,2004
10000000,"[18, 27, 53]",en,6.143324,"[33, 1063, 1205, 3388, 8582, 11567, 11573, 12026, 55258]","['CA', 'GB', 'US']",2005-01-07,91196419.0,101.0,['en'],White Noise,5.6,267.0,2005
1500000,"[28, 18, 878]",en,8.923953,"[4, 3906, 56520]",['US'],1983-11-04,2044892.0,90.0,['en'],Testament,6.3,29.0,1983
30,"[35, 10749]",en,0.83333,"[8310, 65393, 73866, 73867]","['IT', 'US']",1992-07-17,4.0,100.0,['en'],Man Trouble,4.7,11.0,1992
10000000,"[16, 28, 878]",ja,8.278525,"[882, 1393, 3360, 3361, 3362, 3363, 3364, 3365]",['JP'],2004-04-17,1461989.0,101.0,['ja'],Appleseed,6.8,116.0,2004
43000000,"[28, 14]",en,13.802674,"[306, 508, 1171, 10104, 19551, 19552, 19553, 19554]","['CA', 'US']",2005-01-13,56681566.0,97.0,"['en', 'ja']",Elektra,4.9,590.0,2005
30000000,[35],en,4.817052,[1088],"['US', 'ZA']",2005-01-06,93772522.0,102.0,['en'],Racing Stripes,5.1,127.0,2005
30000000,[18],en,11.093737,"[4, 746, 2184]","['DE', 'US']",2005-01-14,76669806.0,136.0,['en'],Coach Carter,7.3,510.0,2005
6000000,"[28, 12, 14, 878]",en,4.038283,"[1113, 1432]",['US'],1991-06-08,869325.0,107.0,['en'],Beastmaster 2: Through the Portal of Time,4.6,17.0,1991
26000000,"[35, 53, 28, 80]",en,14.362544,"[306, 826, 35709]",['US'],1994-03-04,8009329.0,89.0,['en'],The Chase,5.6,89.0,1994
18339750,"[18, 36, 10752]",de,7.69224,"[986, 2278, 2683, 3391, 5755, 7025, 7201]","['AT', 'DE', 'IT']",2004-09-08,92180910.0,156.0,"['hu', 'de', 'ru']",Downfall,7.7,1059.0,2004
30000000,[53],en,11.552956,"[134, 729, 20449, 20450]","['US', 'FR']",2005-01-19,35294470.0,109.0,"['en', 'sr', 'es']",Assault on Precinct 13,6.0,318.0,2005
32000000,"[12, 35, 10751, 10749]",en,9.756822,"[5, 497, 2780]",['US'],2005-01-20,97918663.0,95.0,['en'],Are We There Yet?,5.2,227.0,2005
20000000,"[28, 14, 27, 53]",en,5.871243,"[1062, 1063, 1064, 1632, 2998]","['CA', 'DE', 'US']",2005-01-28,10442808.0,96.0,"['en', 'pt']",Alone in the Dark,3.1,174.0,2005
25000000,"[27, 9648, 53]",en,6.102059,"[306, 711, 1894, 73955]",['US'],2005-01-27,122644820.0,101.0,['en'],Hide and Seek,6.1,455.0,2005
20000000,"[53, 27, 18, 9648]",en,9.704289,"[768, 830, 3287, 7893]",['US'],2005-02-04,67192859.0,89.0,"['en', 'fr', 'pl']",Boogeyman,4.6,194.0,2005
15000000,"[35, 10749]",en,5.615303,"[2157, 12026, 29018]",['US'],2005-02-04,47175038.0,88.0,['en'],The Wedding Date,6.2,238.0,2005
3500000,"[28, 12, 35, 878]",en,5.190767,[37],['US'],1994-11-04,2341309.0,89.0,"['en', 'fr']",Double Dragon,3.9,65.0,1994
24000000,"[14, 16, 12]",ja,16.136048,"[10342, 11200, 11847, 12518, 74952]",['JP'],2004-11-19,234710455.0,119.0,['ja'],Howl's Moving Castle,8.2,2049.0,2004
500,"[35, 18]",en,0.261278,[],['US'],2005-02-02,41.0,78.0,['en'],Assisted Living,7.5,1.0,2005
70000000,"[35, 18, 10749]",en,13.35076,"[441, 12485]",['US'],2005-02-10,368100420.0,118.0,['en'],Hitch,6.3,1721.0,2005
2000000,"[36, 99]",en,3.21768,[],['US'],2005-02-11,653621.0,92.0,['en'],Inside Deep Throat,6.8,31.0,2005
100000000,"[18, 14, 27]",en,9.615691,[],"['DE', 'US']",2005-02-08,230884728.0,121.0,"['en', 'pt', 'tl']",Constantine,6.6,1837.0,2005
14000000,"[35, 18, 10751]",en,6.067722,[306],['US'],2005-02-18,32645546.0,106.0,['en'],Because of Winn-Dixie,6.1,63.0,2005
4200000,"[14, 28, 53]",ru,8.803869,"[1038, 1039, 1040, 1272]",['RU'],2004-06-27,32000000.0,114.0,"['de', 'ru']",Night Watch,6.3,212.0,2004
20000000,"[28, 35, 80, 14]",cn,8.636632,[5],"['CN', 'HK']",2004-02-10,100914445.0,99.0,['cn'],Kung Fu Hustle,7.2,841.0,2004
35000000,"[27, 35]",en,8.949722,"[1600, 2180, 7405, 20376]","['DE', 'US']",2005-02-25,19294901.0,97.0,['en'],Cursed,5.1,168.0,2005
56000000,"[28, 35, 18, 10751, 53]",en,7.81645,"[2, 158]","['CA', 'US']",2005-03-04,113006880.0,95.0,"['en', 'ko']",The Pacifier,5.8,865.0,2005
53000000,"[35, 80]",en,13.314233,"[215, 216, 1693, 8411]",['US'],2005-03-04,95226116.0,118.0,"['en', 'ru']",Be Cool,5.4,296.0,2005
52000000,"[9648, 18, 53, 80]",en,9.686638,"[14, 890, 2448, 11027, 26947, 26948, 26949]","['DE', 'US']",2005-03-10,77944725.0,113.0,['en'],Hostage,6.2,519.0,2005
75000000,"[16, 35, 10751, 878]",en,12.949715,"[9383, 11749]",['US'],2005-03-10,260696994.0,91.0,"['en', 'it']",Robots,6.0,1383.0,2005
13000000,"[16, 10751, 12]",en,3.14419,"[306, 1353]","['GB', 'US']",1993-06-18,6582052.0,71.0,['en'],Once Upon a Forest,6.2,24.0,1993
25000000,"[18, 35, 10751]",en,9.313354,"[2, 19925, 19926]","['US', 'CA']",2005-03-17,27645491.0,98.0,['en'],Ice Princess,5.9,189.0,2005
35000000,"[35, 10749]",en,6.71898,"[5, 508, 787, 10239]",['US'],2005-03-25,68915888.0,105.0,"['fr', 'en', 'pl', 'pt']",Guess Who,5.5,230.0,2005
3000000,[18],en,0.129004,[],['US'],2004-09-30,6804016.0,94.0,['en'],Woman Thou Art Loosed,5.0,3.0,2004
5800000,"[18, 36, 37]",en,1.799311,"[4808, 12421, 12422]","['ES', 'MX', 'US']",1987-12-04,257043.0,94.0,['en'],Walker,6.4,16.0,1987
1500000,[18],en,4.173231,"[1840, 7380, 26468, 37334]",['US'],2005-03-25,712294.0,111.0,['en'],The Ballad of Jack and Rose,6.5,43.0,2005
40000000,"[28, 53, 80]",en,15.010525,"[7405, 10807, 53009]",['US'],2005-04-01,158733820.0,124.0,['en'],Sin City,7.2,2755.0,2005
25000000,"[35, 10749]",en,6.795949,[8411],['US'],2005-06-02,36351350.0,105.0,['en'],Beauty Shop,5.4,118.0,2005
130000000,"[28, 12, 35, 18, 9648]",en,8.946243,"[4, 2233, 2234, 2235, 2767, 4169, 12124, 12125, 12126, 19481]","['DE', 'ES', 'GB', 'US']",2005-04-06,119269486.0,124.0,"['en', 'fr', 'ar']",Sahara,5.7,440.0,2005
30000000,"[35, 18, 10749]",en,6.734065,"[711, 1508, 6401, 6402, 19813, 73953]","['DE', 'US']",2005-04-06,50451307.0,103.0,"['en', 'pl', 'pt']",Fever Pitch,5.9,186.0,2005
28000000,[35],en,5.415639,[306],['US'],1984-06-22,21435321.0,111.0,['en'],Rhinestone,4.9,33.0,1984
50000000,"[12, 35, 10751, 878]",en,13.257255,"[158, 2242, 2243, 9195]",['US'],2005-01-15,104478416.0,109.0,['en'],The Hitchhiker's Guide to the Galaxy,6.6,1340.0,2005
19000000,"[27, 53, 18]",en,13.088552,"[2481, 7405, 8411, 14718]",['US'],2005-04-15,108047131.0,90.0,['en'],The Amityville Horror,6.0,606.0,2005
4500000,[18],de,5.69684,"[47, 1107, 7930]",['DE'],2004-07-04,3764219.0,117.0,['de'],Before the Fall,7.3,74.0,2004
30000000,[35],en,10.596719,"[2976, 2977, 9195, 10157]",['US'],2005-04-22,42886719.0,107.0,['en'],A Lot Like Love,6.5,329.0,2005
60000000,"[28, 12, 80, 18, 9648, 53]",en,19.144611,"[333, 441, 497]",['US'],2005-04-27,71073932.0,101.0,['en'],xXx: State of the Union,4.7,565.0,2005
130000000,"[18, 28, 12, 36, 10752]",en,16.296471,"[264, 306, 1645, 4169, 19477, 19478, 19479, 19480, 19482, 19483]","['DE', 'MA', 'ES', 'GB', 'US']",2005-05-03,211643158.0,144.0,"['ar', 'en', 'it', 'la']",Kingdom of Heaven,6.6,1187.0,2005
40000000,[27],en,7.163099,"[79, 1786, 6194]",['US'],2005-04-30,68766121.0,113.0,"['en', 'ru']",House of Wax,5.5,696.0,2005
6500000,[18],en,9.785147,[],"['DE', 'US']",2004-01-13,98410061.0,112.0,"['en', 'fa', 'es', 'zh', 'ko']",Crash,7.2,1172.0,2004
45000000,"[28, 80]",en,7.90583,"[104, 972, 2748, 3823, 6896, 66739, 66740]","['FR', 'GB', 'US']",2005-02-02,50871113.0,103.0,"['en', 'de', 'es']",Unleashed,6.6,531.0,2005
113000000,"[878, 12, 28]",en,13.165421,[1],['US'],2005-05-17,850000000.0,140.0,['en'],Star Wars: Episode III - Revenge of the Sith,7.1,4200.0,2005
45000000,"[10749, 35, 10751]",en,9.875573,[33],['US'],2005-05-13,56070433.0,95.0,"['en', 'it']",Kicking & Screaming,5.6,179.0,2005
43000000,"[10749, 35]",en,6.328385,"[12, 705, 6363, 12067]","['US', 'DE']",2005-05-13,154749918.0,101.0,"['cs', 'en', 'pt']",Monster-in-Law,5.6,413.0,2005
1000000,"[18, 10402, 10749]",en,18.847707,[163],['GB'],2004-07-16,1574623.0,66.0,['en'],9 Songs,5.1,103.0,2004
75000000,"[10751, 16]",en,16.136217,"[27, 520, 521]",['US'],2005-05-25,532680671.0,86.0,"['en', 'fr', 'pt', 'es', 'th']",Madagascar,6.6,3322.0,2005
2600000,"[28, 12, 35]",en,11.600224,[],['US'],1993-09-17,2850263.0,91.0,['en'],Airborne,6.1,20.0,1993
30000000,"[27, 53]",en,7.892677,[10210],['US'],2005-05-20,251495.0,117.0,['en'],Dominion: Prequel to the Exorcist,4.8,77.0,2005
82000000,"[35, 18]",en,7.349843,"[4, 441, 746, 2608, 60378]",['US'],2005-05-19,190320568.0,113.0,['en'],The Longest Yard,6.2,804.0,2005
25000000,"[28, 53]",en,10.323838,"[12, 5441]",['US'],1997-10-10,11838218.0,99.0,['en'],Most Wanted,5.8,27.0,1997
88000000,"[10749, 18, 36]",en,6.363884,"[14, 23, 33, 631, 9195]",['US'],2005-06-02,108539911.0,144.0,['en'],Cinderella Man,7.3,630.0,2005
25000000,"[18, 35]",en,9.263965,"[813, 1088, 10067]",['US'],2005-06-01,39053061.0,119.0,"['en', 'el', 'es']",The Sisterhood of the Traveling Pants,6.3,396.0,2005
25000000,[18],en,4.350049,"[5, 559]","['DE', 'US']",2005-06-03,13411957.0,107.0,"['en', 'es']",Lords of Dogtown,7.0,215.0,2005
110000000,"[28, 35, 18, 53]",en,15.724373,"[433, 491, 508, 1171, 10104]",['US'],2005-06-07,478207520.0,120.0,"['en', 'es']",Mr. & Mrs. Smith,6.5,3048.0,2005
50000000,"[12, 10751, 878]",en,6.477862,[10807],['US'],2005-06-10,69425966.0,92.0,['en'],The Adventures of Sharkboy and Lavagirl,4.4,278.0,2005
2000000,"[18, 35, 10402]",en,2.812182,[],"['CA', 'GB']",2004-09-12,120620.0,90.0,['en'],It's All Gone Pete Tong,7.1,53.0,2004
150000000,"[28, 80, 18]",en,28.505341,"[429, 923, 6194, 9993, 9996, 19231]","['GB', 'US']",2005-06-10,374218673.0,140.0,"['en', 'ur', 'zh']",Batman Begins,7.5,7511.0,2005
50000000,"[35, 10751, 12, 14, 10749]",en,9.35239,"[2, 3929]",['US'],2005-06-22,66002004.0,101.0,['en'],Herbie Fully Loaded,5.1,559.0,2005
15000000,[27],en,9.478117,"[33, 2995, 55518, 55519]","['CA', 'FR', 'US']",2005-06-24,46770602.0,93.0,"['en', 'fr', 'it', 'pl', 'es']",Land of the Dead,6.0,395.0,2005
85000000,"[35, 14, 10749]",en,9.276085,"[441, 14440, 84893]",['US'],2005-06-21,131426169.0,102.0,"['en', 'es']",Bewitched,4.8,463.0,2005
132000000,"[12, 53, 878]",en,19.929377,"[4, 27, 44, 56]",['US'],2005-06-28,591739379.0,116.0,['en'],War of the Worlds,6.2,2397.0,2005
8000000,"[99, 10751]",fr,9.435123,[],['FR'],2005-01-26,127392239.0,80.0,"['fr', 'en']",March of the Penguins,6.9,371.0,2005
45000000,"[35, 10751]",en,4.373457,"[306, 3929, 73956]",['US'],2005-07-01,16809014.0,103.0,['en'],Rebound,5.2,96.0,2005
30000000,"[18, 27, 53]",en,6.53565,"[829, 9195, 49696, 49697]",['US'],2005-06-27,25473093.0,105.0,['en'],Dark Water,5.3,275.0,2005
100000000,"[28, 12, 14, 878]",en,19.382082,"[306, 436, 5755, 19551, 26149]","['DE', 'US']",2005-06-29,330579719.0,106.0,['en'],Fantastic Four,5.5,3040.0,2005
300000,[99],en,1.687901,[446],['US'],2005-07-22,1750211.0,88.0,['en'],Murderball,6.9,23.0,2005
40000000,"[35, 10749]",en,11.100597,"[12, 870, 1565]",['US'],2005-07-14,285176741.0,119.0,['en'],Wedding Crashers,6.4,1406.0,2005
13000000,"[35, 18, 10749]",fr,6.361343,"[694, 884, 2568, 5358, 10572, 15671]","['FR', 'GB']",2005-06-15,23727301.0,129.0,['fr'],Russian Dolls,6.8,156.0,2005
8000000,[18],en,7.422267,[746],['US'],2005-07-22,23563727.0,116.0,['en'],Hustle & Flow,6.9,101.0,2005
1500000,"[27, 878, 53]",en,6.026159,"[927, 12745, 21443]","['GB', 'US']",1990-09-14,5728953.0,93.0,['en'],Hardware,5.6,88.0,1990
126000000,"[28, 53, 878, 12]",en,11.443647,"[27, 6194, 11084]",['US'],2005-07-20,162949164.0,136.0,['en'],The Island,6.5,1813.0,2005
30000000,"[35, 10751]",en,4.469459,[4],['US'],2005-07-22,34252847.0,113.0,"['es', 'en']",Bad News Bears,5.7,73.0,2005
35000000,"[12, 35, 10751]",en,8.061423,"[2, 3538, 56980]",['US'],2005-07-29,86369815.0,100.0,['en'],Sky High,5.8,568.0,2005
135000000,[28],en,13.89018,"[326, 333, 441, 11317, 19523]",['US'],2005-07-28,76932943.0,121.0,"['en', 'de', 'ko', 'ru', 'es']",Stealth,4.9,341.0,2005
30000000,"[10749, 35]",en,9.378926,"[598, 6194, 46108]",['US'],2005-07-21,58405313.0,98.0,"['en', 'hy']",Must Love Dogs,5.8,142.0,2005
39000000,"[878, 28, 12, 53]",en,11.919995,"[33, 17032]",['US'],2005-08-25,38869464.0,119.0,"['en', 'zh']",Serenity,7.4,1287.0,2005
10000000,"[35, 18, 9648, 10749]",en,6.589304,"[208, 10146, 22456]","['FR', 'US']",2005-05-17,45742101.0,105.0,['en'],Broken Flowers,6.8,359.0,2005
74050,[18],en,2.789574,"[856, 2217, 2989, 2990, 6346, 12924, 15231, 23630, 23631, 23632]","['US', 'GB', 'FR', 'JP']",2004-09-15,176153.0,98.0,['en'],The Heart is Deceitful Above All Things,5.7,38.0,2004
7500000,"[28, 27, 878]",en,6.11959,"[35, 2188, 19551]","['AU', 'US']",2005-04-21,143000.0,97.0,['en'],Man-Thing,4.0,38.0,2005
50000000,"[28, 12, 35]",en,9.039467,"[79, 975, 6194, 12202]",['US'],2005-08-05,110803676.0,104.0,['en'],The Dukes of Hazzard,5.1,321.0,2005
22000000,[35],en,5.341117,"[441, 879, 2608]",['US'],2005-08-06,22400154.0,83.0,"['nl', 'en', 'pl', 'pt']",Deuce Bigalow: European Gigolo,4.6,232.0,2005
43000000,"[18, 27, 9648, 53]",en,10.947957,"[33, 69, 215, 12269, 12270, 12271]","['DE', 'US']",2005-07-29,91974818.0,104.0,['en'],The Skeleton Key,6.4,588.0,2005
45000000,"[28, 80]",en,6.84109,"[4, 435]",['US'],2005-08-11,92374674.0,109.0,"['es', 'en']",Four Brothers,6.7,617.0,2005
80000000,"[28, 36, 10752]",en,14.987902,"[2253, 12552]",['US'],2005-08-12,10166502.0,132.0,"['en', 'ja']",The Great Raid,6.8,91.0,2005
26000000,"[35, 10749]",en,11.519662,"[33, 10105]",['US'],2005-08-11,109449237.0,116.0,"['en', 'es']",The 40 Year Old Virgin,6.2,2020.0,2005
26000000,"[27, 53]",en,6.336927,"[27, 1600, 6363]",['US'],2005-08-04,57891803.0,85.0,"['en', 'ru']",Red Eye,6.2,471.0,2005
13200000,"[35, 18, 10749]",hi,34.457024,[1569],['IN'],1995-10-20,100000000.0,190.0,['hi'],Dilwale Dulhania Le Jayenge,9.1,661.0,1995
35000000,"[16, 10751, 12]",en,11.836827,"[614, 8992]",['GB'],2005-03-25,19478106.0,76.0,['en'],Valiant,5.2,239.0,2005
88000000,"[12, 14, 28, 35, 53]",en,15.66148,"[308, 491, 507, 748, 1649, 7405, 8411, 76043]","['CZ', 'GB', 'US']",2005-08-26,105316267.0,118.0,"['en', 'fr', 'de', 'it']",The Brothers Grimm,5.6,847.0,2005
30000000,"[28, 12, 27, 53]",en,8.077253,"[126, 995, 3287, 26032, 26033]","['DE', 'US']",2005-08-25,15007991.0,97.0,"['cs', 'en']",The Cave,5.2,204.0,2005
9000000,"[35, 10749]",en,1.494688,"[126, 763, 995]",['US'],2005-08-26,1046166.0,97.0,['en'],Undiscovered,4.5,13.0,2005
25000000,"[18, 9648, 53]",en,11.556484,"[264, 1171, 2452, 7419, 10146, 33680, 36615]","['CN', 'DE', 'GB', 'US']",2005-08-31,82466670.0,129.0,"['de', 'en', 'it', 'sw']",The Constant Gardener,6.9,428.0,2005
32000000,"[28, 53, 80]",en,11.359659,"[306, 972, 3823, 5358, 6586, 6896, 95342]",['FR'],2005-08-02,85167639.0,87.0,"['en', 'fr', 'it']",Transporter 2,6.2,1076.0,2005
58000000,"[35, 14, 10749]",en,8.351773,"[27, 135, 384]",['US'],2005-09-16,102854431.0,95.0,"['en', 'zh', 'es']",Just Like Heaven,6.5,595.0,2005
20000000,"[18, 9648]",en,7.983902,"[14, 1205, 11351]",['US'],2005-09-05,7535331.0,100.0,['en'],Proof,6.2,182.0,2005
42000000,"[80, 18, 53]",en,8.745216,"[831, 1204, 1205, 1206, 1208, 21938]","['FR', 'US', 'DE']",2005-09-16,24127895.0,122.0,"['ar', 'de', 'en', 'fr', 'ru', 'es', 'uk', 'tr']",Lord of War,7.0,1356.0,2005
1000000,"[27, 53]",en,9.454335,[33],['US'],2005-09-16,10047674.0,90.0,"['en', 'de', 'pt']",Cry_Wolf,5.6,127.0,2005
7000000,"[35, 18]",en,7.738924,"[11345, 11509, 12808, 54285]",['US'],2005-09-16,2697930.0,106.0,"['en', 'ru', 'uk']",Everything is Illuminated,7.4,251.0,2005
60000000,"[12, 28, 27]",en,11.953553,"[435, 1512, 2539, 11345, 19481, 19922, 19923]","['CZ', 'DE', 'GB', 'US']",2005-10-20,55987321.0,105.0,"['ja', 'en']",Doom,5.0,619.0,2005
50000000,"[28, 80]",en,6.394143,"[12, 342, 656, 1645, 56181]","['FR', 'GB', 'US']",2005-09-22,22944502.0,127.0,"['en', 'pl']",Domino,6.0,450.0,2005
3000000,[35],en,5.054419,"[1305, 2273]",['US'],2005-10-07,18637690.0,94.0,"['en', 'ru']",Waiting...,6.2,241.0,2005
62000000,"[28, 878]",en,12.201912,"[4, 126, 746, 6041, 11533, 11534]",['US'],2005-11-30,52304001.0,93.0,['en'],Æon Flux,5.4,717.0,2005
30000000,[18],en,7.761954,"[14, 497, 810, 7380, 7965, 20376, 20377]","['US', 'DE']",2005-09-09,18618284.0,108.0,"['en', 'fr']",An Unfinished Life,6.7,165.0,2005
19000000,"[80, 18, 27, 53]",en,10.966015,"[126, 1838, 3287]",['US'],2005-09-09,144216468.0,122.0,['en'],The Exorcism of Emily Rose,6.3,675.0,2005
55000000,"[53, 18, 9648]",en,12.419851,"[23, 9195]",['US'],2005-09-22,223387299.0,98.0,"['ar', 'de', 'en', 'fr', 'it', 'ja']",Flightplan,6.1,796.0,2005
40000000,"[10749, 14, 16, 10402]",en,12.920032,"[6194, 8601, 11537, 57751]",['US'],2005-09-09,117195061.0,77.0,['en'],Corpse Bride,7.2,1957.0,2005
32000000,"[18, 53, 80]",en,11.119707,"[12, 429, 6363]","['US', 'CA', 'DE']",2005-09-23,60740827.0,96.0,['en'],A History of Violence,6.9,850.0,2005
50000000,"[80, 18, 10751]",en,12.369935,"[355, 2979, 6732]","['CZ', 'FR', 'IT', 'GB']",2005-09-23,42093706.0,130.0,['en'],Oliver Twist,6.7,283.0,2005
25000000,"[18, 10751]",en,6.969342,[2],['US'],2005-09-30,15431177.0,120.0,['en'],The Greatest Game Ever Played,6.9,112.0,2005
7000000,"[80, 18]",en,6.01272,[],"['CA', 'US']",2005-09-30,49084830.0,114.0,['en'],Capote,6.9,394.0,2005
50000000,"[28, 53, 12, 80]",en,10.022102,"[441, 551, 8411]",['US'],2005-09-30,44434439.0,110.0,['en'],Into the Blue,5.8,466.0,2005
4000000,[14],en,5.354783,"[769, 6254]","['GB', 'US']",2005-01-25,866999.0,101.0,['en'],Mirrormask,6.6,107.0,2005
30000000,"[12, 16, 35, 10751]",en,11.766244,"[297, 521]","['GB', 'US']",2005-09-04,192452832.0,85.0,['en'],The Curse of the Were-Rabbit,6.8,660.0,2005
15000000,"[28, 35, 80, 9648]",en,11.76054,"[1885, 6194]",['US'],2005-09-05,15785148.0,103.0,['en'],Kiss Kiss Bang Bang,7.2,900.0,2005
30000000,[18],en,9.783762,"[9195, 17491, 17492]","['GB', 'US']",2005-06-06,27610873.0,118.0,"['en', 'es']",Goal!: The Dream Begins,6.6,244.0,2005
2700000,"[10749, 878, 27, 28, 80]",en,7.657918,"[10165, 10166, 59346]","['US', 'CA']",1986-11-21,3500000.0,93.0,['en'],The Wraith,5.9,109.0,1986
1500000,"[35, 18]",en,10.952762,"[769, 9118, 63520]",['US'],2005-10-05,11098131.0,81.0,"['en', 'fr']",The Squid and the Whale,6.9,229.0,2005
35000000,"[35, 80, 18, 53]",en,9.003792,"[33, 10210]",['US'],2005-10-07,30526509.0,122.0,['en'],Two for the Money,5.9,156.0,2005
14000000,"[18, 10749]",en,11.787044,"[1246, 3997, 10146, 10565]","['CA', 'US']",2005-09-02,178043761.0,134.0,['en'],Brokeback Mountain,7.5,1531.0,2005
57000000,"[35, 18, 10749]",en,11.82081,"[4, 44, 485, 20157]",['US'],2005-10-06,52034889.0,123.0,['en'],Elizabethtown,6.1,335.0,2005
35000000,[18],en,8.781298,"[6194, 6735, 8073]",['US'],2005-02-12,25224242.0,126.0,['en'],North Country,6.9,127.0,2005
7000000,"[18, 36]",en,7.523098,"[846, 2030, 11509, 14175, 14315, 20451, 51850]","['FR', 'JP', 'GB', 'US']",2005-09-16,54600000.0,93.0,['en'],"Good Night, and Good Luck.",6.8,274.0,2005
2000000,"[28, 12, 80, 18, 53, 37]",en,9.387212,"[2326, 2452, 3205, 3207, 4024, 20455, 20456]","['AU', 'GB']",2005-10-06,5048693.0,104.0,['en'],The Proposition,7.1,221.0,2005
18000000,"[27, 53]",en,9.929809,"[497, 498]",['CA'],2005-10-14,46201432.0,100.0,"['en', 'hu', 'it']",The Fog,3.8,191.0,2005
10284523,"[35, 18, 10749]",en,4.349046,"[1171, 1172, 1173, 9195]",['US'],2005-10-21,11588205.0,104.0,"['en', 'pl']",Shopgirl,5.7,80.0,2005
50000000,"[9648, 53, 18]",en,6.572049,"[508, 1171, 10104]",['US'],2005-09-24,8342132.0,99.0,['en'],Stay,6.5,346.0,2005
75000000,"[28, 12]",en,8.940007,"[56, 441]","['MX', 'US']",2005-10-24,142400065.0,129.0,"['en', 'it', 'es']",The Legend of Zorro,5.9,909.0,2005
20000000,"[35, 18]",en,8.345866,"[4, 1423, 11930]","['DE', 'US']",2005-10-20,12482775.0,101.0,"['cs', 'en']",The Weather Man,6.0,292.0,2005
4000000,[27],en,15.399863,"[35, 1053, 2061, 23019, 64651]",['US'],2005-10-28,152925093.0,92.0,['en'],Saw II,6.3,1288.0,2005
24000000,[28],fr,9.255441,"[9, 3823, 5358, 19940]",['FR'],2005-04-20,11875866.0,128.0,['fr'],Empire of the Wolves,5.5,57.0,2005
14200000,[18],da,4.568999,"[76, 119, 201, 321, 814, 986, 1711, 3221, 5358, 5975, 6916, 7025, 11499, 12023, 12927, 17513, 23207, 25491, 30268, 53874, 55428]","['DK', 'FR', 'DE', 'IT', 'NL', 'SE', 'GB']",2005-05-16,674918.0,139.0,['en'],Manderlay,6.9,81.0,2005
72000000,"[18, 10752]",en,9.997032,"[33, 1522, 14440, 19934]","['DE', 'US']",2005-11-04,96889998.0,125.0,"['en', 'es', 'ar', 'la']",Jarhead,6.6,776.0,2005
150000000,"[16, 10751, 35]",en,18.584609,"[2, 10217]",['US'],2005-11-04,314432665.0,81.0,['en'],Chicken Little,5.6,974.0,2005
22000000,"[10749, 18, 36, 10752, 10402]",fr,7.846226,"[191, 3244, 3823, 4176, 10441, 11773, 17873]","['BE', 'FR', 'DE', 'JP', 'NO', 'RO', 'GB', 'US']",2005-11-09,17709155.0,116.0,"['en', 'fr', 'de', 'la']",Joyeux Noël,7.2,216.0,2005
40000000,[18],en,9.820229,"[4, 746, 54336]",['US'],2005-11-09,46442528.0,117.0,['en'],Get Rich or Die Tryin',6.3,188.0,2005
50000000,"[18, 53]",en,5.768575,"[129, 6194, 6735, 7786, 20665, 20666]",['US'],2005-11-23,94000000.0,128.0,"['ar', 'en', 'fa', 'ur', 'fr', 'zh']",Syriana,6.3,455.0,2005
22000000,"[18, 53]",en,10.600475,"[14, 435, 23635]","['GB', 'US']",2005-11-11,57479076.0,108.0,"['en', 'fr']",Derailed,6.1,322.0,2005
28000000,"[18, 10749]",en,14.439083,"[33, 694, 7419, 10146, 10163]","['FR', 'GB', 'US']",2005-09-16,121147947.0,135.0,['en'],Pride & Prejudice,7.8,1406.0,2005
